image_id,id,caption
442723,244118,A commuter train passing through a small town
324052,216187,A man is riding a skateboard down a rail in front of a crowd.
412174,520502,people walking besides a post with a city clock
210031,79120,An elderly person with a walker asleep while sitting on a park bench.
572362,801339,Two people share an umbrella while walking down a rainy city street.
291182,571756,a man that is standing next to some bananas
148677,134572,A black cat is sitting on top of a suitcase.
396596,426471,A very big hot tasty pizza with cheese and black olives on it.
289471,408637,Bear walking across a street to the woods.
463576,32076,A man hitting a tennis ball during a match
188973,422247,A group of zebra in the tall grass.
96859,579189,Simple pizza being cut and distributed to diners.
516840,358845,A man wearing all white playing tennis with a yellow racket.
449394,466877,there are many computer monitors and things on this desk
531137,624357,Table with food ready for four people to eat
454679,808678,A person with a side bag and an umbrella walking down the street. 
108164,329774,There is a girl wearing red shoes on a bench
344794,127761,a person walking on gravel talking on a cell phone
19239,524727,A herd of elephants standing along side of a river near deer.
320964,827559,A bear stands in a garden next to a deck. 
46004,535874,a big field with a lot of zebras on it
362936,133013,"SMALL ELEPHANT COMING UP THE HILL, LARGER ELEPHANT BLOCKING TRAFFIC"
481971,92998,A woman throws a frisbee into the goal in frisbee golf.
479916,149148,Wrapped gifts and a vase on a black table.
382104,59311,Several cops on motorcycles parked next to a large group of people.
376747,220319,A tall building with a wooden and metal banister.
211389,367891,A man posing and riding a wave on a surfboard.
280112,272616,A white bath tub with a toilet sitting inside of it.
514666,546969,A plate with a  couple of ripe bananas on top of a table.
154502,715359,a group of people playing a game of frisbee in a field
98001,256664,A large bin of pastel colored stuffed animals is piled up.
443243,375567,Woman sitting on luggage cart smiles up at the camera
534892,231867,A smiling woman sitting in front of an enormous serving of cake in a restaurant.
138948,285792,A person in a enclosure with a small elephant.
469315,16976,A train resting at a train stop next to a platform.
382742,632211,a man with his surf board walks out towards the water 
434828,178278,A man paddle boarding in the middle of the ocean.
74959,265360,a close up of a person sitting at a desk talking on a phone
524377,42677,A hot dog or sausage in a bun with bowl containing condiment and bacon on the side.
289245,540442,A bathroom mirror just above a bathroom sink
348670,817855,A man on skis holding onto wires that are making him move.
467564,106465,main street of a slum with cars and people
378494,353979,A man riding a skateboard over a set of steps.
281599,136,A clock on the corner of a gray building with blue accents.
473595,307366,A cat sitting in a suitcase with some cloths.
185986,679287,there is a old vintage train that is on the tracks
52440,56853,A poster of luggage with a man and a woman.
107212,76662,A group of friends sitting in a banquet hall sharing a meal together.
467723,110732,A person holds a surfboard while riding a bus. 
105660,357349,Two giraffes standing in front of a wooden wall
312184,227411,a man standing next to his van looking at a horse.
195650,338683,An prominent building with a clock on it's tower.
163939,381969,A tin cup of noodles in water sitting in front of a computer.
559350,752444,a woman in a skirt is holding a tennis racket
416468,624020,Fresh tulips in a tall glass vase by a window
230490,639970,A bunch of ripe bananas sitting on top of a table.
23100,568397,Blurry photograph of a cat jumping up from a chair
381025,517624,The lady is running to hit the tennis ball
117867,499401,"A man sitting on a couch, drinking a beer and holding a baseball bat."
368311,354129,A wooden bench sitting in a field with leaves.
400918,392363,A white three piece bathroom with beige walls.
204888,503197,THERE IS A PERSON ON THE SKIES ON THE SNOW GROUND
201284,399199,Several people on a sledding hill at night
241767,122548,A young man standing in the grass holding a cane.
288262,759581,The stop sign has a sticker that says driving.
483316,116762,THERE IS AN EMPTY TRAIN STATION WITH TRAIN CARTS
419,95880,Two people at a public tennis court; one serves the ball.
426778,579984,A cat resting inside of a dish tray in the sink
338427,350767,Two zebra standing on top of a tall dry grass field.
258400,512736,An inside pool with a person swimming with sunglasses on.
129216,223709,A guy sitting in an office with a suit jacket and tie on. 
220113,685512,Young child with a stuffed teddy bear looking at the camera.
459819,67935,Person holding a wii control with strap around their wrist.
141387,144591,A man in a hat brings a suitcase inside
96526,173859,The contents of the bag are spilled on the table.
527267,359952,A young woman is holding many green items in the kitchen.
90026,201553,A bathroom in black and white tile with gold fittings.
408518,491792,An old picture of a glass with a toothbrush. 
562862,20833,A car driving along a street in the daytime.
129328,324276,A photograph showing the vivid black and white stripes of a zebra.
573885,314603,Four giraffes in the middle of a dirt road next to trees.
44751,371590,People in a restaurant talking and working on laptops.
23797,775784,Red and white fire engine truck parked on grass. 
369681,579122,Polar bear playing with toys in zoo enclosure.
334012,692085,"A bathroom with a toilet, sink and mirror."
270799,726253,A truck backed up to a building in a parking lot with men standing behind.
466373,776135,a living room with a television and couches inside of it 
402908,695213,a bathroom view of a shower toilet and sink 
524866,537328,a wooden table has a cell phone and laptop on it
80916,215410,"A bathroom with a sink, toilet and black tiled wall."
10903,536055,A dining room table has the light reflecting in.
337802,199357,A flock of pigeons sitting on and near a park bench.
99844,683679,A passenger bus that is driving down the street. 
266623,405223,A run-down train car sitting off the track on a sunny day.
529877,490228,A couple of men that are kneeling down on skateboards.
40708,702011,a little boy that is eating some kind of pizza
465740,321780,A man skiing on a snowy hill somewhere.
223932,679185,a cat next to something green and another cat by some feet
38049,775015,a person on a snow board rides through the snow 
243071,296898,an image of a man on a motorcycle talking
80077,289587,Someone holding a knife over two pieces of bread on a plate.
275057,548050,A man flying through the air on top of a skateboard.
349154,405650,An artistic view point of a business man staring off in the distance. 
540225,621445,A dog is sitting near a body of water
534141,167091,A brown dog walking on top of a lush green hill.
211040,656294,A wooden trunk sitting outside with stickers on it.
